cgpa,project_score,sports_score,internships,certifications,workshops,clubs,problemSolvingRank,extraPoints,coPoints,attendance,tier
7.52,434,95,0,4,0,2,962,35,19,84,1
9.64,207,281,4,3,0,2,2152,56,32,79,1
8.46,442,134,3,5,2,2,974,92,19,69,1
7.65,455,415,0,1,5,3,2604,10,69,98,2
9.74,247,32,1,6,4,3,2630,31,75,60,2
6.19,141,81,4,7,3,1,2980,90,43,70,2
6.84,401,482,4,4,0,2,2426,51,82,71,1
8.26,383,147,4,3,1,3,446,38,24,79,1
8.46,310,94,2,1,1,1,2289,87,48,71,2
6.16,221,452,0,4,5,2,1194,90,81,75,2
7.61,224,479,3,7,4,2,2945,63,14,74,2
8.6,353,435,1,6,5,0,2462,26,26,85,2
8.79,183,494,4,1,0,3,1153,39,87,70,1
8.55,363,169,4,4,4,1,2480,95,20,62,1
7.28,304,210,4,0,0,2,2446,85,100,61,2
6.37,481,384,0,4,3,3,732,48,78,78,1
7.71,187,190,1,4,1,1,2975,95,25,91,2
6.52,112,6,0,4,5,0,2750,47,9,82,3
9.79,180,379,1,4,2,1,87,98,66,83,1
7.9,198,313,3,3,5,2,2975,64,92,72,2
7.27,389,341,2,2,4,4,2425,33,37,60,2
9.07,69,433,1,3,3,4,2695,0,54,98,2
7.99,85,33,0,3,1,0,2132,41,68,64,2
7.24,391,50,0,0,3,2,1439,59,87,72,2
9.25,484,119,0,4,5,2,777,98,68,96,1
9.47,398,137,2,3,5,3,2315,92,31,67,1
8.69,409,366,1,1,2,4,1030,17,89,99,1
6.19,38,105,1,4,0,3,1451,69,47,89,2
8.27,130,281,1,0,0,2,18,5,26,87,1
9.05,440,31,1,5,3,0,2943,90,75,88,2
6.55,9,123,4,7,3,4,1821,38,31,95,1
6.91,2,169,4,5,4,3,897,54,35,79,1
9.53,477,474,0,0,3,0,2422,18,54,64,2
6.08,301,445,4,6,0,2,44,37,69,66,1
9.01,149,11,1,1,5,1,1185,2,12,89,2
7.9,66,167,1,5,3,1,323,19,49,97,1
7.79,192,342,4,0,1,4,38,65,94,66,1
6.03,96,77,3,5,1,0,237,70,17,70,1
9.28,18,33,0,4,0,3,2661,4,28,70,2
7.44,483,208,2,2,3,0,681,24,9,79,1
8.16,317,325,0,2,5,4,1296,52,38,92,2
8.71,97,410,0,3,3,2,2111,76,2,74,2
8.81,56,7,0,0,3,0,1251,11,81,63,2
9.82,350,224,4,6,1,4,346,68,47,69,1
8.13,106,226,0,4,0,4,740,11,92,97,2
7.6,87,174,1,1,4,3,1877,81,41,99,2
9.81,459,80,0,1,5,2,2020,66,46,62,2
8.57,140,281,1,4,1,0,979,53,25,83,1
7.19,143,56,4,4,0,4,1289,3,31,61,1
6.51,399,134,4,1,0,2,411,18,26,82,1
9.37,370,237,0,0,4,3,415,84,74,78,1
7.45,374,471,1,5,2,4,925,88,69,67,1
8.64,51,216,1,3,4,3,1801,66,94,85,2
7.88,500,226,1,3,4,2,812,6,7,77,1
6.8,211,25,1,3,0,3,2149,8,87,68,2
8.41,40,186,2,4,2,0,2257,3,17,99,2
6.24,303,369,4,1,2,3,241,54,72,95,1
7.65,90,117,1,6,3,1,1358,22,21,68,2
8.19,38,196,2,6,4,1,1063,74,62,92,1
7.74,12,115,2,1,4,1,691,82,49,70,2
8.99,387,302,4,1,2,1,758,64,73,100,1
9.31,95,101,3,5,2,0,1670,3,0,83,1
9.08,108,379,0,1,5,4,1062,8,2,83,2
6.16,103,162,4,1,2,1,416,41,89,91,1
6.78,353,413,3,2,0,1,1286,70,55,92,1
8.15,230,177,0,7,0,4,115,25,6,99,1
9.74,42,472,0,5,0,1,310,20,26,76,1
9.34,208,279,0,4,5,4,736,9,14,85,1
9.37,87,285,2,7,4,1,2033,9,86,92,1
7.21,92,211,1,6,5,4,1186,61,84,61,2
7.72,173,53,0,5,5,4,332,64,76,61,1
7.88,475,66,1,4,2,2,393,99,31,73,1
6.63,125,31,0,2,0,3,1925,66,48,80,2
6.12,108,250,2,7,3,4,2897,98,83,82,2
9.79,46,7,0,3,2,1,2418,11,68,81,2
6.96,213,498,4,0,5,0,573,90,31,95,1
6.96,91,433,3,5,2,4,1238,80,52,60,1
6.33,180,430,0,4,5,1,902,18,27,91,2
9.71,408,214,3,4,2,4,690,73,91,88,1
8.32,40,45,3,2,0,2,1056,42,75,64,1
8.67,258,79,2,4,1,0,2451,89,69,95,2
9.65,120,34,3,4,3,0,1594,7,89,84,1
7.38,76,188,2,3,3,1,1072,51,80,81,2
8.49,94,88,0,2,1,3,1645,1,35,64,2
6.16,268,334,1,5,3,2,2321,75,61,62,2
6.75,360,434,2,7,0,3,316,38,9,83,1
9.32,17,446,3,4,2,0,1019,53,89,92,1
9.07,292,135,3,1,1,0,2767,39,79,87,2
7.4,170,33,0,2,2,3,1074,94,95,80,2
7.51,161,280,2,3,5,4,624,28,79,75,1
8.13,464,112,0,5,3,3,981,71,13,70,1
6.0,310,171,2,0,4,3,1704,14,24,65,2
6.96,51,338,1,4,3,4,1667,25,64,78,2
6.83,468,42,4,1,3,4,2782,47,38,97,2
7.0,35,381,0,7,1,4,347,99,42,77,2
9.22,437,433,3,1,2,2,784,40,79,69,1
7.12,186,12,0,0,1,0,1052,67,96,71,2
6.77,369,173,2,2,0,0,429,32,85,92,1
8.02,247,124,0,3,2,4,1896,11,91,74,2
9.46,51,331,1,4,0,4,1189,49,49,71,1
6.97,487,206,2,4,0,2,1451,74,22,64,1
6.31,18,342,3,5,1,2,1353,93,1,60,2
7.43,395,436,3,4,3,1,1097,52,14,97,1
8.99,91,446,2,7,5,3,924,89,43,93,1
8.2,138,103,1,1,4,0,839,49,43,71,2
9.27,303,129,0,2,5,0,2364,29,62,89,2
9.84,356,39,4,0,3,2,832,99,36,70,1
9.17,219,22,3,7,3,3,828,96,4,68,1
8.42,98,251,1,7,2,2,99,30,31,66,1
7.97,235,442,1,2,1,1,1060,1,86,76,2
6.16,206,324,1,3,2,1,1967,78,22,85,2
9.94,143,289,0,3,4,1,678,65,96,86,1
7.53,492,201,1,6,1,2,193,52,69,92,1
6.61,198,154,1,0,5,3,662,75,47,98,2
8.67,302,54,2,7,5,4,94,81,32,64,1
7.14,322,105,2,1,5,0,1017,71,19,96,1
8.34,286,259,1,7,3,4,2004,66,1,68,1
8.35,331,451,1,5,0,3,2739,98,83,82,2
7.78,263,199,2,7,3,2,1837,55,86,89,1
9.34,216,325,0,0,3,2,327,32,89,95,1
7.06,188,216,2,7,1,2,770,30,53,60,1
7.79,43,410,2,5,3,1,1978,67,25,67,2
8.15,433,46,2,3,4,1,2444,22,1,60,2
8.65,290,369,2,1,3,1,2026,100,65,69,2
9.14,459,116,4,2,0,4,870,44,96,66,1
7.58,188,373,3,7,1,0,1122,34,73,97,1
8.58,468,423,0,3,5,2,2982,64,27,62,2
6.6,473,211,0,1,4,2,2526,2,14,66,2
9.73,438,154,1,1,5,4,1963,9,81,67,2
7.53,193,262,4,4,1,0,1754,93,90,93,1
8.92,269,150,1,2,0,0,1175,27,100,99,1
6.08,365,211,0,1,2,4,1112,79,51,91,2
6.82,259,191,0,0,4,2,1026,3,38,91,2
7.95,400,368,1,5,0,3,2110,56,75,64,2
9.51,238,242,3,6,5,3,1769,67,13,86,1
8.11,111,97,1,2,2,0,736,22,30,72,2
9.72,68,28,3,2,5,0,632,22,72,71,1
7.94,407,188,3,6,0,2,2613,49,45,69,1
7.96,48,171,2,3,2,0,1081,78,39,60,2
6.48,310,370,0,2,2,4,560,76,58,80,2
9.21,454,196,2,2,1,3,1231,0,25,66,1
6.99,150,154,0,4,3,3,2694,100,90,69,3
9.6,238,139,2,2,3,0,912,23,15,76,1
9.64,336,400,3,5,0,4,621,43,1,96,1
9.77,395,292,2,5,2,0,2350,64,80,60,1
8.08,394,289,4,5,3,0,57,44,92,72,1
8.71,114,255,2,7,0,4,1987,76,95,82,1
9.11,74,477,2,1,0,4,2311,37,62,87,2
6.52,97,163,2,6,4,1,1460,80,24,78,2
8.4,382,133,4,7,1,3,1591,55,66,91,1
6.14,110,351,0,6,1,0,150,50,40,69,2
7.99,356,415,2,0,5,2,1796,29,54,77,2
6.62,369,328,0,6,2,0,324,83,98,67,1
6.73,284,377,1,5,3,0,2557,4,2,75,2
7.46,255,405,3,4,2,2,2408,68,26,94,2
7.73,317,265,1,4,3,3,2731,36,13,97,2
8.49,308,28,4,4,3,1,2575,79,32,76,1
6.3,116,138,4,4,3,4,1404,20,84,82,1
8.01,175,347,0,3,5,1,1424,97,9,85,2
6.73,227,449,0,6,3,0,2746,69,52,99,2
8.3,346,311,2,4,3,0,458,69,80,82,1
8.55,105,84,1,7,4,2,289,73,70,82,1
8.23,341,248,0,3,4,2,2655,94,90,66,2
8.95,383,350,0,3,3,0,2278,5,94,71,2
7.34,449,313,0,2,5,1,236,66,39,81,1
9.06,238,232,3,0,0,1,256,43,97,76,1
7.73,99,307,0,2,0,3,281,54,23,72,2
7.94,175,60,3,7,1,0,1317,51,9,97,1
8.59,349,272,4,3,3,4,1042,88,48,73,1
6.07,442,218,2,2,0,4,2424,83,27,66,2
8.62,454,285,1,7,1,1,399,98,32,78,1
8.47,440,488,0,7,0,2,547,64,46,98,1
7.24,248,248,3,1,1,2,836,51,12,66,1
6.34,75,71,0,7,2,1,1149,30,43,86,2
6.36,2,292,0,6,0,3,256,77,92,76,2
9.69,80,388,3,4,3,0,1876,66,26,93,1
8.76,360,409,0,4,3,4,2654,79,74,70,2
6.51,287,197,1,6,4,1,1897,77,73,68,2
7.43,7,79,4,6,2,2,1174,66,28,98,1
8.37,86,384,2,3,2,0,2468,5,77,62,2
9.34,485,136,0,2,0,4,418,8,84,82,1
6.17,285,212,3,6,1,3,2523,96,39,99,2
6.95,398,326,1,7,5,1,1945,11,88,63,2
9.56,73,106,0,1,4,0,2471,65,6,75,2
6.04,438,447,4,1,2,4,1996,63,78,80,2
6.81,122,206,4,7,2,3,434,42,71,84,1
9.84,376,151,3,5,5,2,61,59,100,64,1
8.45,293,132,0,1,3,0,2209,66,85,60,2
7.05,142,434,0,3,5,1,2439,76,76,91,2
6.27,157,165,0,5,3,4,1005,30,38,96,2
6.11,429,412,4,2,1,2,2181,72,24,79,2
6.98,447,429,0,1,0,2,1246,39,27,70,2
9.53,409,179,0,1,1,4,627,71,50,92,1
7.66,370,120,0,2,0,4,721,21,79,95,2
8.88,108,173,0,2,4,4,1781,89,70,91,2
9.67,333,330,3,4,5,0,1122,79,48,78,1
7.63,194,67,4,7,2,1,2183,95,56,98,1
6.77,35,186,2,0,1,2,459,34,69,77,2
8.07,89,137,3,0,0,3,2014,99,14,95,2
9.63,461,353,0,1,5,4,2900,64,98,83,2
9.22,414,387,2,2,4,1,2624,70,1,91,2
6.26,461,307,1,4,1,3,775,49,11,68,1
8.77,295,329,2,3,2,0,91,39,77,83,1
8.29,329,480,3,0,4,2,339,74,52,74,1
9.63,200,237,4,5,3,1,1058,10,59,81,1
6.49,45,17,3,0,2,1,1730,76,65,93,2
8.14,487,75,4,2,3,2,2315,40,42,69,1
9.52,106,434,4,6,4,2,198,3,33,61,1
7.64,169,150,4,3,4,4,1976,88,27,98,1
7.93,145,107,1,0,3,2,1518,2,4,66,2
6.28,355,152,2,6,0,1,1546,73,34,60,1
7.11,419,315,3,4,5,4,2492,68,15,68,2
7.3,459,36,3,0,4,2,1628,75,37,85,1
9.78,177,451,4,2,1,3,2669,33,98,74,1
7.13,60,332,1,2,5,3,12,75,45,81,2
7.84,423,145,1,5,1,2,732,52,43,82,1
8.69,2,125,0,5,4,1,1911,37,43,62,2
6.65,81,284,1,7,5,4,2565,78,4,70,2
7.95,262,107,4,7,3,4,787,84,45,81,1
8.95,286,285,4,3,3,4,2376,3,45,99,1
9.47,320,239,2,0,2,0,2284,74,76,73,2
8.51,94,374,4,3,3,2,2597,73,64,75,2
8.68,63,101,2,6,0,0,28,70,28,93,1
6.51,245,219,1,7,0,0,2348,72,1,64,2
9.78,76,6,0,0,1,3,1195,17,62,67,2
6.53,476,215,3,1,4,4,197,46,80,61,1
9.1,258,168,4,0,1,0,2888,26,35,70,2
7.06,92,73,1,2,4,1,2800,27,37,100,3
9.73,290,292,4,7,1,2,1752,56,87,100,1
8.88,270,26,2,7,4,1,2680,95,17,100,1
9.02,20,276,1,2,4,4,134,73,7,82,1
6.88,61,483,3,7,1,3,2373,97,27,60,2
7.77,338,42,2,1,2,1,2933,4,3,69,2
8.47,411,306,1,0,0,1,2176,19,37,65,2
9.08,259,92,3,0,3,0,2828,54,81,62,2
6.42,236,70,2,2,0,1,1423,93,63,78,2
9.85,140,268,3,1,3,3,2499,32,71,88,2
9.56,462,108,1,2,4,1,1623,63,57,74,1
7.08,434,180,2,6,5,1,885,18,62,82,1
9.29,431,214,0,1,1,4,500,1,19,67,1
8.07,166,446,4,2,1,3,2980,81,59,84,2
7.85,479,113,0,4,3,1,1031,77,34,83,1
7.26,66,184,3,7,1,4,1281,68,80,97,1
8.32,349,408,1,0,1,2,219,60,36,71,1
8.92,57,124,4,3,1,1,945,57,74,60,1
7.64,211,104,1,7,0,1,662,17,62,63,1
8.52,129,236,3,4,1,4,1332,44,34,98,1
8.8,497,140,1,2,2,4,1887,78,51,89,1
8.84,24,292,2,1,3,4,555,22,17,93,1
6.21,10,157,2,3,0,1,2343,49,56,100,2
9.44,256,473,3,1,0,0,2763,3,19,92,2
7.83,303,395,1,5,4,0,171,97,58,89,1
7.05,368,448,3,7,4,4,1462,23,67,99,1
6.97,431,273,4,1,1,0,1884,11,25,72,1
7.93,393,377,1,5,0,2,1403,28,12,89,1
9.55,80,340,2,6,5,0,2327,5,20,78,2
7.51,285,116,0,5,0,0,603,23,87,79,1
9.0,418,373,2,0,1,1,211,85,94,97,1
6.39,369,61,1,7,3,0,749,16,99,63,1
7.9,18,23,1,2,0,4,1228,56,54,82,2
9.97,109,59,1,0,4,1,791,31,41,84,1
9.08,436,400,1,5,1,0,179,88,82,70,1
6.84,33,361,4,1,0,2,1394,52,96,90,2
8.01,287,315,0,0,5,1,1070,25,98,71,2
6.93,331,264,2,4,5,1,1785,90,22,100,2
7.64,490,179,4,6,4,1,750,70,69,93,1
9.12,254,231,3,5,2,0,246,34,43,89,1
9.08,125,475,1,1,0,4,2142,97,25,75,2
6.91,208,142,2,1,5,3,2877,26,64,91,2
9.69,133,332,3,4,1,3,2448,7,75,95,1
8.37,498,411,0,1,4,3,1394,34,50,77,2
7.52,396,244,2,3,0,0,416,17,73,67,1
8.01,486,80,4,3,4,2,1468,22,89,90,1
8.42,85,125,3,2,1,1,1429,93,26,95,1
8.24,74,136,2,2,0,1,254,15,36,72,1
7.95,447,55,4,0,5,4,2500,30,39,77,1
8.02,134,212,1,7,1,1,519,60,26,94,1
6.71,300,93,2,0,3,4,747,33,64,86,2
9.25,172,382,1,6,0,0,2374,0,59,65,2
8.17,212,458,3,4,0,3,276,72,55,69,1
6.52,320,477,3,4,5,4,172,99,77,96,1
9.06,349,291,3,5,4,4,2348,67,51,66,1
9.73,18,127,1,6,0,1,1164,44,100,75,1
9.79,498,439,1,1,3,0,2722,57,52,61,2
7.48,118,216,4,2,4,3,244,19,13,84,1
6.54,302,198,2,5,4,0,1836,80,31,85,2
8.07,301,19,4,2,2,3,1617,43,95,85,1
6.45,284,54,1,2,0,2,1320,9,82,77,2
9.74,226,245,2,7,2,0,2690,45,71,97,1
6.73,500,250,3,2,5,2,701,76,34,79,1
7.01,211,59,4,0,3,3,533,56,48,87,1
7.63,355,162,4,3,0,4,652,37,13,62,1
7.53,188,201,4,5,2,2,510,15,58,95,1
9.18,486,226,1,4,2,3,2300,38,4,99,1
7.83,320,128,2,4,4,3,1473,96,94,60,1
6.68,150,461,3,2,2,2,1490,26,31,69,2
7.07,222,44,1,2,2,0,2271,100,87,90,2
8.04,127,196,3,0,5,4,1112,79,21,79,2
6.59,247,423,0,7,0,3,2356,78,60,67,2
8.45,50,491,0,0,0,0,1753,79,20,66,2
8.26,190,165,3,4,4,3,526,5,32,94,1
8.86,482,246,0,2,0,3,2962,28,78,99,2
9.75,499,225,2,2,3,3,2712,39,50,79,1
9.65,494,279,2,6,4,0,2714,16,47,62,1
9.78,236,259,1,5,3,1,1502,39,14,70,1
6.98,21,346,3,4,0,4,708,70,2,71,1
6.53,109,196,1,0,0,4,168,97,93,71,2
7.21,326,106,2,5,4,1,2717,54,56,67,2
9.58,32,268,2,4,2,3,2194,99,55,81,2
9.89,126,231,2,0,1,1,708,25,61,79,1
9.44,364,404,4,0,1,2,1339,25,17,74,1
6.44,355,100,0,7,0,2,635,10,71,90,1
9.79,43,159,1,5,3,0,1121,24,82,89,1
7.69,6,421,1,5,4,0,2488,99,55,99,2
6.04,127,94,2,0,2,2,1389,41,47,90,2
7.77,90,415,4,2,5,1,2626,47,90,79,2
6.18,129,206,1,4,0,0,1804,1,4,61,2
8.18,16,312,1,0,3,1,1814,91,89,65,2
7.35,320,431,4,7,0,0,446,0,13,73,1
7.89,185,413,2,3,5,4,1434,5,40,85,2
8.45,109,234,4,6,1,1,2702,39,59,92,1
9.48,285,326,0,7,0,2,1801,35,49,82,1
8.65,469,421,1,0,3,2,714,0,62,84,1
7.74,347,478,0,0,1,0,263,14,64,97,2
9.28,500,427,1,7,5,1,1455,64,31,96,1
9.62,480,153,0,7,5,3,698,82,90,87,1
6.48,409,99,1,5,0,2,2836,24,17,94,2
8.13,162,237,2,0,1,2,1615,77,17,66,2
7.14,446,106,3,6,5,1,1451,85,40,61,1
6.19,74,345,4,7,4,1,370,86,74,76,1
8.67,198,363,1,7,3,0,1890,61,69,86,1
9.45,411,129,4,1,3,3,956,70,50,61,1
6.65,408,298,1,5,4,2,2228,33,92,71,2
9.25,444,492,3,3,5,1,2163,10,35,75,1
9.41,360,42,2,2,5,2,1752,79,4,91,1
9.66,286,62,2,6,3,3,706,37,33,77,1
7.06,181,72,4,7,3,4,1933,8,14,75,1
9.62,450,185,3,5,0,4,793,3,8,64,1
7.28,96,116,4,4,2,3,140,44,96,83,1
8.21,50,303,2,4,0,1,700,55,80,70,1
6.2,313,4,0,5,4,4,2273,34,100,83,2
6.18,33,474,4,4,4,1,796,22,10,73,1
8.88,442,75,1,5,2,0,1611,23,41,95,1
7.78,20,290,2,2,0,2,1617,3,62,60,2
7.03,183,348,1,0,0,0,744,93,40,85,2
6.76,292,399,3,7,0,4,2079,39,60,85,1
8.68,63,82,2,3,1,4,1273,95,29,63,2
6.0,496,432,2,4,5,1,1017,51,12,85,1
9.22,402,59,4,7,1,4,1221,97,74,63,1
6.32,123,106,4,1,0,1,1135,59,6,91,2
6.77,100,116,1,1,1,3,1730,33,57,75,2
7.54,118,306,4,3,0,4,316,30,41,96,1
7.94,340,382,0,4,4,3,1895,30,63,75,2
7.42,77,346,2,0,0,3,2125,31,44,99,2
7.28,457,81,3,4,1,2,1556,35,84,79,1
9.86,180,314,2,6,2,1,523,85,70,76,1
8.57,198,319,1,0,4,3,644,18,21,79,2
6.09,476,360,4,4,3,2,2740,44,95,91,2
7.72,446,140,2,1,2,4,2607,34,3,70,2
9.5,359,221,4,2,2,4,634,37,78,88,1
7.21,189,409,1,5,5,3,2699,41,38,86,2
6.38,327,69,4,7,3,4,884,59,84,80,1
9.03,102,386,3,3,4,1,2610,14,100,98,2
8.42,332,470,1,0,5,4,407,55,40,88,1
8.28,365,11,2,2,3,0,721,59,40,96,1
6.21,274,296,2,7,4,4,1077,7,40,91,1
6.56,458,104,3,0,4,3,2399,95,27,100,2
8.49,129,206,0,6,5,2,654,99,42,100,1
6.83,240,64,4,3,4,1,1554,100,63,71,1
8.02,133,62,2,7,2,1,1347,93,5,83,1
8.18,156,177,3,6,4,2,1133,22,65,85,1
7.13,424,430,4,6,5,1,739,70,30,80,1
9.79,434,7,1,2,3,3,253,21,90,90,1
9.37,388,158,3,6,2,3,1639,35,8,66,1
8.89,424,10,1,7,4,2,979,38,0,92,1
6.31,317,272,1,2,1,3,919,91,14,76,2
6.42,157,410,1,5,1,0,1368,75,22,99,2
7.97,358,379,4,5,4,3,2610,66,16,77,1
6.64,189,94,0,3,1,1,2237,37,57,60,2
9.91,99,154,1,3,0,2,657,43,70,79,1
6.63,410,205,2,0,5,0,2172,35,66,80,2
7.95,433,114,4,7,2,3,1590,20,97,97,1
7.46,465,378,4,6,0,0,1801,21,52,91,1
8.56,51,86,1,2,2,4,160,22,82,81,1
6.52,48,311,2,3,3,4,2344,6,29,84,2
7.72,445,196,3,5,1,0,1381,6,9,91,1
7.1,99,349,4,0,1,4,1272,20,54,90,2
9.55,443,97,1,7,5,4,308,43,41,94,1
6.16,381,430,1,7,1,4,1486,77,47,72,1
9.65,250,18,0,4,4,2,2204,41,81,75,2
9.33,373,312,0,5,2,2,2476,6,22,96,2
7.19,463,414,3,3,4,4,950,68,86,100,1
9.16,53,15,3,5,1,1,2920,100,3,78,2
6.12,374,44,3,6,3,4,2785,18,98,100,2
9.87,388,154,3,5,1,4,1328,88,72,74,1
8.11,136,444,1,2,5,4,22,11,74,92,1
7.21,161,409,1,4,4,1,2920,8,64,60,2
7.45,353,230,1,3,1,1,2277,0,9,72,2
6.27,291,156,2,6,0,4,1699,51,94,83,2
9.96,478,112,3,1,0,3,813,42,13,82,1
6.16,499,498,2,7,4,0,284,92,91,97,1
8.62,403,376,4,2,0,2,67,82,35,88,1
7.77,80,358,4,6,2,0,1622,14,87,75,1
9.8,467,382,1,5,5,2,494,99,27,91,1
6.98,219,43,4,2,2,0,2741,81,58,96,2
8.13,84,364,1,0,5,1,1639,62,3,75,2
7.93,82,412,3,6,5,4,6,21,77,98,1
8.81,318,364,2,1,4,2,1678,21,68,83,2
6.27,66,109,1,3,0,4,2006,93,95,99,2
6.78,413,110,0,1,2,4,2596,70,16,80,2
6.86,452,222,0,5,0,1,1492,60,97,92,2
8.95,233,385,3,3,1,2,855,61,36,86,1
6.76,197,389,2,6,5,3,2125,5,61,88,2
8.29,258,264,1,0,0,1,556,12,89,92,1
6.86,176,270,3,5,0,4,2798,55,30,95,2
9.45,297,211,2,5,4,2,1069,77,91,97,1
9.77,279,495,0,4,1,1,457,65,27,91,1
8.07,299,313,1,1,2,1,1648,79,92,87,2
7.41,128,257,2,7,5,3,2985,38,52,97,2
6.94,497,386,4,2,5,0,1798,32,35,85,1
6.2,370,246,1,3,5,2,348,0,25,65,1
7.07,437,435,4,1,2,2,1415,93,85,78,1
8.62,179,54,3,3,5,2,2259,74,98,74,2
8.13,291,308,2,1,0,2,2399,13,27,76,2
9.78,206,349,2,2,3,0,2397,36,60,93,2
7.59,488,71,2,3,3,1,1071,36,21,60,1
8.78,293,295,2,3,5,1,1516,98,49,78,1
7.96,427,212,1,4,2,0,417,13,34,62,1
8.05,337,294,4,0,0,1,534,21,81,76,1
7.07,470,170,4,1,0,0,2627,30,68,98,2
7.82,174,245,3,7,1,0,753,81,92,73,1
7.88,28,140,3,2,4,1,1741,73,10,70,2
8.83,178,103,2,6,3,1,1021,23,87,75,1
9.76,40,104,0,4,5,0,1128,23,37,89,2
7.32,469,239,0,4,0,3,1549,31,58,98,2
6.17,191,420,2,0,2,4,488,100,44,86,2
7.99,343,310,4,6,3,2,2536,53,43,77,1
8.18,236,415,3,2,4,0,1336,33,24,82,1
6.67,303,397,1,6,0,1,77,73,15,86,1
9.04,460,320,0,5,3,0,2053,45,19,70,2
9.94,224,410,3,7,0,1,2765,77,53,72,1
9.78,113,279,0,1,5,0,2487,86,12,82,2
6.79,277,370,4,3,4,1,2687,31,34,85,2
9.5,354,368,4,7,1,3,1868,59,11,93,1
8.82,16,21,2,7,3,4,2547,46,62,94,2
7.82,85,77,2,0,4,1,2890,75,3,97,2
8.16,388,300,0,3,1,3,1551,40,35,79,2
9.4,316,391,0,4,1,4,1602,87,93,83,2
7.92,344,474,3,3,4,1,2342,33,92,91,2
7.49,389,194,2,1,2,2,2273,46,81,85,2
7.97,180,319,4,5,4,0,98,19,92,61,1
8.32,336,352,3,7,0,0,1753,92,8,72,1
6.76,350,370,3,1,2,0,1975,15,73,62,2
9.6,144,430,1,5,1,1,1327,49,9,98,1
8.7,314,20,4,3,3,2,1754,8,52,95,1
8.53,224,159,3,3,1,2,752,49,7,71,1
6.4,422,231,1,0,3,2,270,51,58,86,1
8.42,53,360,2,5,3,4,2040,2,18,73,2
6.48,381,300,4,1,4,1,2538,73,43,69,2
6.31,431,43,2,3,4,3,1679,39,43,100,2
8.11,420,296,1,2,1,4,1187,0,33,97,1
7.61,303,351,4,0,4,1,2466,54,52,71,2
8.36,67,179,0,0,1,2,1737,6,2,99,2
6.36,106,471,0,6,4,1,1287,94,86,70,2
7.72,333,394,0,0,4,2,1830,12,1,61,2
6.7,76,100,3,0,3,3,2042,55,59,90,2
9.95,26,114,0,5,2,2,2431,21,45,69,2
8.24,343,212,3,5,4,4,215,15,14,65,1
8.75,154,17,3,3,5,1,2574,21,98,81,2
7.3,71,394,1,7,5,0,793,5,6,78,1
6.38,500,26,0,4,5,2,117,0,60,69,1
9.9,446,426,4,6,4,2,424,1,34,86,1
7.15,179,357,3,7,1,0,774,90,34,87,1
7.7,46,448,1,7,3,4,2895,75,68,69,2
8.6,241,437,3,2,5,3,2580,69,48,76,2
6.1,358,284,4,4,3,3,81,65,82,74,1
9.24,276,148,4,4,2,4,2656,36,94,71,1
8.15,370,284,0,3,2,1,1211,73,1,79,2
7.11,312,136,3,0,2,3,134,16,33,75,1
6.25,104,188,4,0,4,4,988,16,12,79,2
6.65,458,189,2,3,1,2,1161,5,63,86,1
9.58,94,198,4,3,5,0,2789,0,34,81,2
8.74,218,101,4,5,0,1,587,83,97,86,1
7.0,169,478,3,1,5,1,2910,17,77,72,2
6.26,365,90,4,0,5,2,2012,8,34,64,2
8.76,431,489,1,2,1,3,215,31,100,76,1
8.29,282,223,4,1,3,1,2363,16,25,93,2
7.62,127,4,2,4,2,0,2767,18,43,81,2
7.45,199,352,4,6,0,2,2165,48,6,89,1
6.87,416,14,0,5,3,1,318,12,99,62,1
8.68,331,440,3,5,2,2,2930,0,38,66,1
9.88,34,4,2,0,5,3,71,37,84,74,1
6.7,353,403,1,3,0,4,607,37,78,66,1
8.39,143,229,4,3,1,2,1046,35,12,62,1
7.7,291,356,4,6,5,3,2086,73,83,88,1
7.79,65,336,1,3,3,1,654,98,97,65,2
7.02,459,113,4,0,4,1,1798,25,89,86,1
9.3,218,3,0,5,5,3,238,47,3,60,1
7.94,55,183,2,2,0,1,1075,96,97,93,2
8.17,144,212,4,3,0,1,1411,39,83,67,1
7.22,403,246,1,5,5,1,1159,71,18,84,1
6.73,212,33,1,0,5,3,1850,54,100,74,2
6.34,93,295,2,4,1,3,2026,19,30,97,2
8.86,105,452,0,1,1,2,1778,1,82,70,2
6.78,83,195,2,0,3,0,667,38,42,68,2
8.76,135,405,4,0,4,4,1549,91,63,86,1
7.56,145,126,0,5,2,1,517,92,1,72,2
7.66,248,141,0,3,5,0,65,88,89,71,1
7.88,17,451,1,6,0,0,657,89,21,70,1
7.47,401,135,0,1,0,3,2213,71,80,94,2
6.4,124,127,4,1,3,3,1682,93,87,82,2
7.24,1,322,4,3,2,0,2396,60,75,80,2
8.65,331,173,4,2,2,3,1938,57,21,87,1
8.66,479,412,3,0,5,2,937,56,83,66,1
7.14,489,217,0,3,2,2,1023,64,66,72,2
7.84,199,113,0,6,3,4,2293,27,14,90,2
6.77,434,374,4,5,0,4,2688,93,42,94,1
6.84,137,349,1,2,1,4,2270,12,13,76,2
6.09,202,11,0,3,0,1,2638,48,73,83,3
9.59,397,462,3,4,1,2,1041,20,19,81,1
6.84,281,243,0,2,1,1,580,60,22,69,2
6.91,302,51,2,6,3,2,2968,84,53,75,2
7.12,29,185,3,5,5,0,1885,39,72,96,2
